941.639,1.44627,0.661789,0.754336
941.649,1.44711,0.659248,0.752355
941.659,1.44327,0.656418,0.756015
941.669,1.44221,0.653487,0.753583
941.679,1.44297,0.654407,0.7578
941.699,1.4432,0.647431,0.759894
941.709,1.44318,0.648582,0.758712
941.719,1.44637,0.650685,0.759595
941.729,1.44944,0.648056,0.76289
941.739,1.44741,0.646761,0.763228
941.749,1.44856,0.647587,0.764226
941.759,1.44902,0.647364,0.762456
941.769,1.45218,0.648664,0.759924
941.779,1.45201,0.646892,0.762167
941.789,1.44781,0.646541,0.762324
941.799,1.45042,0.648203,0.763712
941.819,1.454,0.649479,0.764588
941.829,1.45169,0.650252,0.764628
941.839,1.44919,0.652783,0.764774
941.849,1.44943,0.649975,0.767707
941.869,1.45345,0.65601,0.765293
941.879,1.44931,0.654417,0.770819
941.889,1.44867,0.655487,0.772146
941.899,1.45107,0.657915,0.776896
941.909,1.45025,0.658188,0.777726
941.919,1.45526,0.660668,0.779277
941.929,1.45235,0.658665,0.782714
941.939,1.45372,0.661106,0.782721
941.959,1.45438,0.659852,0.788463
941.969,1.45615,0.665022,0.793692
941.979,1.452,0.669135,0.794271
941.989,1.4524,0.671186,0.795358
941.999,1.45368,0.672257,0.796592
942.009,1.45771,0.672923,0.798308
942.019,1.45799,0.673839,0.80187
942.029,1.45656,0.673661,0.804101
942.039,1.46148,0.675117,0.80254
942.049,1.46337,0.673684,0.806861
942.059,1.46602,0.682002,0.806311
942.069,1.47135,0.685784,0.810619
942.079,1.47193,0.685924,0.815067
942.089,1.47877,0.689371,0.818685
942.099,1.47499,0.688493,0.823358
942.109,1.47334,0.689225,0.826408
942.119,1.47802,0.688434,0.825469
942.129,1.47663,0.689966,0.829242
942.139,1.48126,0.688558,0.830075
942.149,1.47961,0.689423,0.831975
942.169,1.48165,0.687578,0.837586
942.179,1.47803,0.686755,0.842065
942.199,1.48216,0.683459,0.843617
942.209,1.47965,0.681802,0.846081
942.219,1.48136,0.67947,0.845861
942.229,1.48116,0.680598,0.847247
942.249,1.48298,0.681995,0.856799
942.259,1.4849,0.681203,0.855616
942.289,1.4825,0.682136,0.871649
942.299,1.48076,0.682641,0.877022
942.309,1.48066,0.68317,0.881058
942.339,1.48335,0.681505,0.893911
942.349,1.48211,0.678113,0.902886
942.369,1.48031,0.678386,0.912613
942.389,1.48277,0.680661,0.92053
942.399,1.47927,0.680565,0.926338
942.409,1.48023,0.677082,0.931662
942.419,1.4832,0.675786,0.935045
942.429,1.48216,0.674461,0.940134
942.439,1.48468,0.674554,0.941822
942.449,1.48058,0.677316,0.945509
942.469,1.48162,0.678644,0.957269
942.479,1.47648,0.678047,0.96389
942.489,1.47604,0.68351,0.972059
942.499,1.47571,0.68204,0.977374
942.509,1.47857,0.683205,0.983521
942.529,1.47337,0.687856,0.993158
942.539,1.47757,0.690387,0.998652
942.549,1.47589,0.690405,1.00538
942.559,1.48005,0.695662,1.01172
942.569,1.48017,0.698234,1.0177
942.579,1.48089,0.703143,1.0256
942.589,1.48197,0.71017,1.03469
942.599,1.47988,0.71163,1.03755
942.61,1.47768,0.716067,1.04846
942.619,1.48334,0.715798,1.04878
942.629,1.48012,0.721359,1.05508
942.639,1.48807,0.724931,1.05993
942.649,1.49007,0.726734,1.06243
942.659,1.49742,0.728707,1.06587
942.669,1.49412,0.731774,1.0698
942.679,1.50088,0.735661,1.0737
942.689,1.50637,0.736906,1.07949
942.709,1.51344,0.739938,1.08599
942.719,1.50851,0.739089,1.08964
942.729,1.51674,0.7434,1.09523
942.739,1.51762,0.742836,1.09691
942.749,1.52105,0.741332,1.10575
942.769,1.51793,0.749452,1.11595
942.779,1.51695,0.748549,1.11979
942.799,1.51702,0.748015,1.1225
942.809,1.52251,0.747516,1.12178
942.819,1.51911,0.748742,1.12181
942.829,1.52029,0.749435,1.12149
942.839,1.51849,0.747811,1.1239
942.849,1.52041,0.749703,1.12444
942.869,1.51937,0.749206,1.1291
942.889,1.52344,0.750001,1.13226
942.899,1.5206,0.750109,1.13341
942.909,1.52523,0.7509,1.13452
942.919,1.52294,0.751794,1.13577
942.929,1.52448,0.748627,1.13765
942.949,1.52463,0.74777,1.14151
942.959,1.52495,0.752733,1.14438
942.969,1.52674,0.751048,1.14708
942.989,1.52808,0.751543,1.14935
942.999,1.52735,0.751345,1.1508
943.009,1.52784,0.753088,1.15483
943.029,1.53517,0.748354,1.15654
943.059,1.54307,0.748197,1.16874
943.089,1.54435,0.743928,1.1784
943.109,1.54874,0.742399,1.18557
943.119,1.54742,0.742166,1.18804
943.129,1.55002,0.742907,1.19145
943.139,1.54577,0.742963,1.19422
943.149,1.54703,0.743105,1.19908
943.159,1.54907,0.743579,1.2009
943.169,1.54821,0.741057,1.2072
943.179,1.5531,0.743302,1.212
943.189,1.55099,0.740302,1.21702
943.239,1.55261,0.733521,1.23714
943.249,1.55584,0.735638,1.2398
943.259,1.5593,0.732157,1.2446
943.269,1.55772,0.733981,1.24627
943.279,1.56156,0.734568,1.24969
943.289,1.55707,0.733827,1.25179
943.299,1.56181,0.733606,1.2517
943.309,1.56131,0.734689,1.256
943.319,1.55971,0.734637,1.25869
943.339,1.55496,0.732037,1.26823
943.349,1.55897,0.732299,1.26907
943.359,1.55704,0.732319,1.27348
943.369,1.55764,0.732075,1.27568
943.379,1.55752,0.730079,1.27891
943.389,1.55964,0.727744,1.28375
943.399,1.56161,0.727159,1.2851
943.409,1.56092,0.727042,1.28709
943.419,1.55722,0.728781,1.28836
943.429,1.55799,0.723249,1.29424
943.439,1.55432,0.723308,1.29632
943.459,1.54945,0.727361,1.30155
943.469,1.54654,0.728441,1.30384
943.489,1.54326,0.727675,1.31268
943.499,1.542,0.727369,1.31435
943.509,1.53694,0.728142,1.31552
943.519,1.53371,0.728322,1.31694
943.529,1.5345,0.731125,1.31828
943.539,1.52792,0.733805,1.31954
943.549,1.5279,0.735951,1.32313
943.559,1.52644,0.73782,1.32415
943.569,1.52544,0.740719,1.32696
943.579,1.52455,0.743264,1.32919
943.589,1.52292,0.744441,1.33198
943.599,1.52136,0.744361,1.33254
943.609,1.51625,0.744765,1.33543
943.619,1.51516,0.744983,1.33719
943.629,1.51336,0.751527,1.34071
943.639,1.51058,0.750218,1.34388
943.649,1.51135,0.751218,1.34576
943.659,1.5084,0.753841,1.34568
943.669,1.50895,0.754493,1.34581
943.679,1.50934,0.756363,1.34916
943.689,1.50721,0.758413,1.34824
943.709,1.50183,0.760715,1.35455
943.729,1.49773,0.76137,1.36103
943.749,1.49871,0.763442,1.36441
943.759,1.49318,0.765754,1.36576
943.769,1.49197,0.767029,1.3696
943.779,1.48982,0.766429,1.37294
943.789,1.48889,0.76889,1.37596
943.799,1.48961,0.768228,1.37843
943.819,1.48697,0.772717,1.38212
943.829,1.4841,0.775543,1.38426
943.839,1.48254,0.777109,1.38403
943.849,1.48226,0.778255,1.38772
943.869,1.48156,0.784428,1.38722
943.889,1.47543,0.789753,1.39171
943.899,1.47445,0.79361,1.39514
943.909,1.47274,0.796223,1.39859
943.919,1.47447,0.799103,1.39882
943.929,1.47823,0.803814,1.39954
943.949,1.47851,0.809283,1.40297
943.959,1.47758,0.809256,1.40577
943.969,1.47956,0.81152,1.40563
943.979,1.47914,0.815224,1.40595
943.989,1.47957,0.817594,1.40237
943.999,1.47504,0.821887,1.40451
944.019,1.47649,0.82672,1.40744
944.029,1.47382,0.8301,1.40809
944.079,1.47372,0.846313,1.40842
944.109,1.47528,0.861966,1.40676
944.159,1.48273,0.877031,1.40918
944.179,1.4875,0.883109,1.40628
944.189,1.49099,0.88647,1.40551
944.199,1.49174,0.891098,1.40496
944.219,1.49104,0.898033,1.40718
944.239,1.49712,0.909046,1.40755
944.249,1.49445,0.915194,1.40709
944.269,1.50044,0.923115,1.4071
944.279,1.49971,0.92464,1.40849
944.289,1.50376,0.926392,1.40793
944.299,1.50758,0.928554,1.40582
944.309,1.51337,0.933802,1.40666
944.329,1.52053,0.94591,1.40621
944.359,1.52834,0.96241,1.40909
944.369,1.53164,0.965284,1.40887
944.379,1.53581,0.970071,1.41014
944.409,1.5458,0.989537,1.40881
944.459,1.55257,1.01667,1.40556
944.469,1.55424,1.01811,1.40349
944.479,1.55584,1.02444,1.40467
944.499,1.5576,1.03,1.4052
944.519,1.56177,1.0409,1.40418
944.529,1.56278,1.04736,1.40279
944.539,1.56639,1.04823,1.40291
944.559,1.56859,1.05426,1.40244
944.569,1.56857,1.05418,1.40009
944.589,1.57557,1.06283,1.39788
944.599,1.57627,1.06805,1.39838
944.609,1.57772,1.07139,1.3961
944.619,1.57311,1.07578,1.39211
944.639,1.58099,1.08128,1.38908
944.649,1.57776,1.08546,1.38742
944.669,1.58276,1.09129,1.38573
944.679,1.58802,1.09481,1.38488
944.689,1.59289,1.09475,1.37988
944.699,1.58947,1.10244,1.37742
944.709,1.59349,1.10421,1.37012
944.719,1.58962,1.10587,1.36615
944.729,1.58694,1.10783,1.36419
944.749,1.58707,1.11396,1.35936
944.759,1.58713,1.11636,1.35525
944.769,1.58423,1.11702,1.35239
944.779,1.58586,1.11514,1.35162
944.789,1.58288,1.1145,1.34422
944.799,1.58647,1.11719,1.34303
944.809,1.58924,1.11373,1.3411
944.829,1.58971,1.11522,1.33647
944.859,1.5906,1.11533,1.32704
944.869,1.58704,1.11236,1.32439
944.879,1.58824,1.11042,1.31899
944.899,1.5814,1.11162,1.31223
944.919,1.577,1.11076,1.30904
944.929,1.57733,1.1104,1.30351
944.939,1.57545,1.10674,1.30064
944.949,1.57351,1.10679,1.30005
944.969,1.57087,1.10129,1.29015
944.979,1.57152,1.09972,1.28189
944.989,1.56911,1.09889,1.27673
944.999,1.56857,1.09944,1.27428
945.009,1.56797,1.09701,1.26777
945.019,1.5657,1.09953,1.26303
945.029,1.56364,1.09618,1.25398
945.039,1.55967,1.0851,1.25144
945.069,1.55373,1.08294,1.24026
945.089,1.54694,1.07913,1.23043
945.099,1.54647,1.07792,1.22498
945.119,1.53334,1.07355,1.21899
945.149,1.52487,1.06794,1.20749
945.159,1.5202,1.06485,1.20405
945.169,1.51644,1.06486,1.20032
945.179,1.5163,1.06642,1.19561
945.209,1.50925,1.0632,1.18495
945.219,1.50305,1.06469,1.18189
945.229,1.50055,1.06515,1.17988
945.249,1.49608,1.0636,1.1767
945.259,1.49153,1.06253,1.17308
945.269,1.48511,1.06458,1.17114
945.289,1.48093,1.05817,1.16588
945.299,1.4833,1.05815,1.16526
945.309,1.4779,1.05766,1.16134
945.319,1.47328,1.0567,1.15691
945.329,1.4706,1.05685,1.15258
945.359,1.45818,1.04927,1.13533
945.369,1.45645,1.05012,1.13253
945.389,1.44925,1.04719,1.127
945.399,1.45032,1.04874,1.12371
945.409,1.44803,1.04574,1.12654
945.419,1.4498,1.0466,1.12271
945.429,1.44401,1.04404,1.12178
945.439,1.43816,1.04181,1.1207
945.449,1.43756,1.04252,1.11776
945.459,1.43638,1.04169,1.11486
945.479,1.43614,1.04583,1.10819
945.489,1.43419,1.04528,1.10282
945.499,1.43496,1.04628,1.0989
945.509,1.43544,1.04809,1.09361
945.519,1.43697,1.04909,1.09185
945.539,1.43478,1.05287,1.08617
945.549,1.43867,1.05554,1.08345
945.569,1.44111,1.05896,1.07789
945.579,1.43884,1.06044,1.07291
945.599,1.4404,1.06392,1.06521
945.609,1.43645,1.06535,1.06082
945.619,1.43712,1.07309,1.0565
945.649,1.44086,1.08275,1.05092
945.659,1.4402,1.08605,1.04514
945.669,1.44735,1.09228,1.04462
945.679,1.44939,1.09414,1.03997
945.689,1.45594,1.10178,1.03973
945.699,1.46176,1.10233,1.03302
945.729,1.46196,1.1049,1.01575
945.749,1.45871,1.11184,1.00651
945.769,1.456,1.11127,0.99058
945.779,1.45377,1.11239,0.985845
945.789,1.4536,1.10977,0.976485
945.799,1.44839,1.11042,0.968262
945.819,1.4477,1.11553,0.952044
945.829,1.44391,1.1194,0.943607
945.839,1.44401,1.12432,0.941538
945.849,1.44004,1.1251,0.933415
945.859,1.43985,1.1261,0.930114
945.869,1.43978,1.12493,0.923403
945.889,1.43712,1.12608,0.91476
945.899,1.43433,1.13033,0.905248
945.909,1.43441,1.13077,0.901589
945.919,1.43,1.13326,0.890747
945.929,1.42651,1.13447,0.885584
945.959,1.42274,1.14026,0.86968
945.969,1.42388,1.1419,0.865469
945.979,1.41978,1.14129,0.862887
945.989,1.42293,1.14514,0.861084
945.999,1.41902,1.14691,0.855296
946.009,1.4186,1.14687,0.852983
946.059,1.41644,1.14927,0.839576
946.069,1.41862,1.14996,0.835234
946.079,1.41699,1.15021,0.83421
946.099,1.41959,1.14916,0.826463
946.119,1.42155,1.1501,0.816707
946.139,1.42622,1.15011,0.814272
946.159,1.42819,1.15209,0.810246
946.179,1.42966,1.1508,0.808608
946.189,1.42985,1.15379,0.807674
946.199,1.42814,1.15256,0.804838
946.209,1.43189,1.15644,0.806954
946.229,1.43434,1.16088,0.806858
946.239,1.43789,1.16277,0.805987
946.259,1.44536,1.16432,0.808742
946.269,1.44791,1.16384,0.808225
946.279,1.44776,1.16488,0.811168
946.289,1.45372,1.16704,0.811581
946.299,1.45085,1.16621,0.809669
946.309,1.45859,1.1709,0.811788
946.329,1.46532,1.17501,0.814179
946.349,1.47058,1.17344,0.819882
946.359,1.47794,1.1739,0.818694
946.369,1.47789,1.17225,0.819434
946.379,1.47762,1.17042,0.820216
946.389,1.48458,1.17451,0.823345
946.409,1.49299,1.17367,0.824207
946.419,1.48903,1.17182,0.823264
946.429,1.49326,1.17438,0.827887
946.449,1.4962,1.16868,0.830064
946.489,1.4937,1.16544,0.830904
946.499,1.49325,1.15684,0.829308
946.519,1.49429,1.14977,0.829721
946.529,1.49012,1.14325,0.826076
946.539,1.48173,1.14277,0.826427
946.549,1.4828,1.13791,0.822835
946.569,1.47637,1.12812,0.817328
946.579,1.47477,1.1189,0.811969
946.589,1.46972,1.11695,0.812952
946.609,1.46203,1.1077,0.810893
946.619,1.46015,1.10471,0.810139
946.629,1.45841,1.09833,0.80634
946.649,1.45725,1.10089,0.810106
946.669,1.4546,1.09132,0.808639
946.679,1.44973,1.08837,0.808931
946.689,1.44736,1.08755,0.811369
946.729,1.44812,1.08518,0.815331
946.769,1.45378,1.08926,0.82237
946.789,1.45235,1.0901,0.825592
946.799,1.455,1.0933,0.830535
946.819,1.456,1.0972,0.837009
946.849,1.4602,1.10396,0.846874
946.859,1.46534,1.10471,0.845342
946.869,1.46781,1.10922,0.851456
946.879,1.47498,1.10918,0.852301
946.889,1.46884,1.1099,0.852604
946.919,1.47993,1.11165,0.85923
946.929,1.48428,1.11428,0.861829
946.939,1.48197,1.11235,0.86397
946.959,1.4926,1.10967,0.866847
946.969,1.49467,1.11148,0.870672
946.979,1.49948,1.11336,0.871614
946.989,1.49815,1.11023,0.873536
946.999,1.5065,1.10969,0.874037
947.009,1.50479,1.10745,0.871137
947.029,1.50754,1.10718,0.874407
